2727	3453507
2727	2506379
2727	3266279
2727	2284095
2727	2124089
2727	2040444
2727	1271521
2727	1203027
2727	10345
2727	7443562
2727	7414283
2727	7171390
2727	4016323
10345	13918
10345	3174855
10345	3451839
10345	2284095
10345	2124089
10345	3266279
10345	3453507
10345	2040444
10345	2506379
10345	1271521
10345	778219
10345	643778
10345	5674308
10345	5645029
10345	5402136
10345	477660
10345	4612286
13918	2506379
13918	1569670
13918	886675
13918	1062979
13918	1271521
13918	2025238
13918	7443562
13918	7116438
13918	6710042
13918	5674308
13918	4612286
477660	7414283
477660	1062979
477660	7171390
477660	3174855
477660	1203027
477660	1271521
477660	2506379
477660	3453507
477660	4016323
643778	1203027
643778	7443562
643778	7171390
643778	3453507
643778	1062979
643778	2506379
643778	1271521
643778	4612286
643778	4016323
778219	1203027
778219	3174855
778219	3453507
778219	1271521
778219	2506379
778219	7414283
778219	7171390
778219	6463841
778219	4957865
778219	4016323
886675	3310863
886675	1614168
886675	153658
886675	1062979
886675	1569670
886675	2025238
886675	7116438
886675	6727119
886675	6710042
886675	630147
886675	5674308
886675	5402136
886675	4612286
153658	2258882
153658	1923210
153658	1569670
153658	7445815
153658	6839107
153658	6670858
153658	5520096
153658	5441630
153658	4583950
153658	4243496
153658	4159064
153658	4135647
630147	7443562
630147	7116438
630147	6710042
630147	1569670
630147	1062979
630147	2025238
630147	3310863
630147	4243496
1062979	1614168
1062979	3310863
1062979	2025238
1062979	7116438
1062979	6727119
1062979	6710042
1062979	5674308
1062979	5402136
1062979	4612286
1203027	5645029
1203027	2284095
1203027	2040444
1203027	2124089
1203027	3266279
1203027	3451839
1271521	3451839
1271521	3453507
1271521	2124089
1271521	2284095
1271521	3266279
1271521	2506379
1271521	2040444
1271521	7116438
1271521	6809461
1271521	6710042
1271521	5807369
1271521	5674308
1271521	5645029
1271521	5402136
1271521	4612286
1569670	3310863
1569670	2880197
1569670	1614168
1569670	1604773
1569670	7116438
1569670	6727119
1569670	6710042
1569670	5785577
1569670	5674308
1604773	2857666
1604773	2258882
1604773	2075593
1604773	1923210
1604773	3093428
1604773	3538318
1604773	1048979
1604773	7445815
1604773	6839107
1604773	6670858
1604773	6665057
1604773	6290598
1604773	6236261
1604773	5721055
1604773	5520096
1604773	5441630
1604773	5074427
1604773	4583950
1604773	4243496
1604773	4222077
1604773	4159064
1604773	4135647
1048979	3011921
1048979	2857666
1048979	1923210
1048979	1752882
1048979	1380240
1048979	3538318
1048979	2075593
1048979	3285186
1048979	3093428
1048979	7445815
1048979	6839107
1048979	6670858
1048979	6665057
1048979	6290598
1048979	6255552
1048979	6236261
1048979	5721055
1048979	5520096
1048979	5441630
1048979	5349211
1048979	5074427
1048979	4583950
1048979	4222077
1048979	4159064
1048979	4135647
1380240	3610443
1380240	2620103
1380240	3285186
1380240	913380
1380240	7289350
1380240	6353204
1380240	6255552
1380240	6012750
1380240	5349211
1380240	5069853
913380	1752882
913380	1021130
913380	882479
913380	6665057
913380	6290598
913380	6255552
913380	6236261
913380	617336
913380	5523995
913380	5349211
913380	5306653
617336	3674625
617336	3610443
617336	752975
617336	7490309
617336	7289350
617336	7210884
617336	6843681
617336	6353204
617336	882479
617336	5904901
617336	5676561
617336	5069853
617336	4901604
617336	4467007
752975	882479
752975	7490309
752975	7210884
752975	6843681
752975	5923693
752975	5904901
752975	5676561
752975	5523995
752975	5323026
752975	5306653
752975	4901604
752975	4467007
752975	4193693
882479	3674625
882479	3610443
882479	1021130
882479	7490309
882479	7289350
882479	7210884
882479	6843681
882479	6353204
882479	6012750
882479	5904901
882479	5676561
882479	5069853
882479	4901604
882479	4467007
1021130	3674625
1021130	3610443
1021130	2620103
1021130	7490309
1021130	7289350
1021130	7210884
1021130	6843681
1021130	6353204
1021130	6012750
1021130	5904901
1021130	5676561
1021130	5069853
1021130	4901604
1021130	4694587
1614168	2025238
1614168	1923210
1614168	2258882
1614168	7445815
1614168	4583950
1752882	3610443
1752882	3093428
1752882	2620103
1752882	3011921
1752882	3285186
1752882	6012750
1752882	5234489
1752882	4694587
1923210	3093428
1923210	3450996
1923210	3538318
1923210	2880197
1923210	7445815
1923210	4583950
2025238	3310863
2025238	7116438
2025238	6727119
2025238	6710042
2025238	5674308
2025238	5402136
2025238	4612286
2040444	3453507
2040444	2506379
2040444	2124089
2040444	2284095
2040444	3266279
2040444	7443562
2040444	7414283
2040444	7171390
2040444	6463841
2040444	4957865
2040444	4016323
2075593	2880197
2075593	2620103
2075593	3450996
2075593	2857666
2075593	3285186
2075593	3538318
2075593	3093428
2075593	1370157
2075593	6012750
2075593	5785577
2075593	5234489
2075593	4694587
1370157	2620103
1370157	3011921
1370157	2857666
1370157	3285186
1370157	3093428
1370157	6839107
1370157	6670858
1370157	6665057
1370157	6290598
1370157	6236261
1370157	5721055
1370157	5520096
1370157	5441630
1370157	5349211
1370157	5074427
1370157	4222077
1370157	4159064
1370157	4135647
2124089	3453507
2124089	2506379
2124089	2284095
2124089	3266279
2124089	7443562
2124089	7414283
2124089	7171390
2124089	4957865
2124089	4016323
2258882	3450996
2258882	3538318
2258882	2880197
2258882	7445815
2258882	4583950
2284095	3453507
2284095	2506379
2284095	3266279
2284095	7443562
2284095	7414283
2284095	7171390
2284095	4957865
2284095	4016323
2506379	3451839
2506379	2668124
2506379	3266279
2506379	3174855
2506379	3453507
2506379	6809461
2506379	5807369
2506379	5674308
2506379	5645029
2506379	5402136
2506379	4612286
2620103	3011921
2620103	6665057
2620103	6290598
2620103	6255552
2620103	6236261
2620103	5721055
2620103	5349211
2620103	5074427
2620103	4222077
2668124	1594567
2668124	2415665
2668124	3174855
2668124	1481100
2668124	6809461
2668124	5807369
1481100	3296807
1481100	3174855
1481100	1594567
1481100	2415665
1481100	7003743
1481100	5807369
1594567	2950947
1594567	238318
1594567	3296807
1594567	119369
1594567	1962730
1594567	1378284
1594567	2690567
1594567	2969175
1594567	7170697
1594567	7003743
1594567	5000154
119369	3296807
119369	238318
119369	3590659
119369	1962730
119369	2415665
119369	7003743
119369	6381540
119369	4940788
238318	3296807
238318	2969175
238318	1378284
238318	2950947
238318	1962730
238318	2690567
238318	7170697
238318	7003743
238318	6381540
238318	5000154
238318	4528396
238318	4060645
1378284	3296807
1378284	2969175
1378284	3174855
1378284	2415665
1378284	7414283
1378284	7003743
1378284	6463841
1378284	4957865
1962730	3296807
